fpr,tpr
0.0,0.0
0.010101010101010102,0.0
0.13131313131313133,0.0
0.13131313131313133,0.07692307692307693
0.15151515151515152,0.07692307692307693
0.15151515151515152,0.15384615384615385
0.16161616161616163,0.15384615384615385
0.16161616161616163,0.23076923076923078
0.1717171717171717,0.23076923076923078
0.1717171717171717,0.3076923076923077
0.21212121212121213,0.3076923076923077
0.21212121212121213,0.6923076923076923
0.24242424242424243,0.6923076923076923
0.24242424242424243,0.7692307692307693
0.45454545454545453,0.7692307692307693
0.45454545454545453,0.8461538461538461
0.5757575757575758,0.8461538461538461
0.5757575757575758,0.9230769230769231
0.6363636363636364,0.9230769230769231
0.6363636363636364,1.0
1.0,1.0
