fpr,tpr
0.0,0.0
0.010101010101010102,0.0
0.04040404040404041,0.0
0.04040404040404041,0.07692307692307693
0.0707070707070707,0.07692307692307693
0.0707070707070707,0.15384615384615385
0.13131313131313133,0.15384615384615385
0.13131313131313133,0.23076923076923078
0.40404040404040403,0.23076923076923078
0.40404040404040403,0.3076923076923077
0.41414141414141414,0.3076923076923077
0.41414141414141414,0.46153846153846156
0.43434343434343436,0.46153846153846156
0.43434343434343436,0.5384615384615384
0.47474747474747475,0.5384615384615384
0.47474747474747475,0.6923076923076923
0.48484848484848486,0.6923076923076923
0.48484848484848486,0.7692307692307693
0.6262626262626263,0.7692307692307693
0.6262626262626263,0.8461538461538461
0.7070707070707071,0.8461538461538461
0.7070707070707071,0.9230769230769231
0.7373737373737373,0.9230769230769231
0.7373737373737373,1.0
1.0,1.0
