fpr,tpr
0.0,0.0
0.010101010101010102,0.0
0.08080808080808081,0.0
0.08080808080808081,0.07692307692307693
0.10101010101010101,0.07692307692307693
0.10101010101010101,0.15384615384615385
0.37373737373737376,0.15384615384615385
0.37373737373737376,0.23076923076923078
0.40404040404040403,0.23076923076923078
0.40404040404040403,0.3076923076923077
0.43434343434343436,0.3076923076923077
0.43434343434343436,0.38461538461538464
0.5050505050505051,0.38461538461538464
0.5050505050505051,0.46153846153846156
0.5555555555555556,0.46153846153846156
0.5555555555555556,0.6923076923076923
0.5656565656565656,0.6923076923076923
0.5656565656565656,0.7692307692307693
0.7878787878787878,0.7692307692307693
0.7878787878787878,0.8461538461538461
0.8585858585858586,0.8461538461538461
0.8585858585858586,0.9230769230769231
0.98989898989899,0.9230769230769231
0.98989898989899,1.0
1.0,1.0
