fpr,tpr
0.0,0.0
0.012658227848101266,0.0
0.05063291139240506,0.0
0.05063291139240506,0.05263157894736842
0.10126582278481013,0.05263157894736842
0.10126582278481013,0.10526315789473684
0.1518987341772152,0.10526315789473684
0.1518987341772152,0.15789473684210525
0.21518987341772153,0.15789473684210525
0.21518987341772153,0.2631578947368421
0.25316455696202533,0.2631578947368421
0.25316455696202533,0.3157894736842105
0.3924050632911392,0.3157894736842105
0.3924050632911392,0.47368421052631576
0.43037974683544306,0.47368421052631576
0.43037974683544306,0.5263157894736842
0.4936708860759494,0.5263157894736842
0.4936708860759494,0.5789473684210527
0.5316455696202531,0.5789473684210527
0.5316455696202531,0.631578947368421
0.569620253164557,0.631578947368421
0.569620253164557,0.6842105263157895
0.6708860759493671,0.6842105263157895
0.6708860759493671,0.7368421052631579
0.7721518987341772,0.7368421052631579
0.7721518987341772,0.7894736842105263
0.7974683544303798,0.7894736842105263
0.7974683544303798,0.8421052631578947
0.8354430379746836,0.8421052631578947
0.8354430379746836,0.8947368421052632
0.9620253164556962,0.8947368421052632
0.9620253164556962,1.0
1.0,1.0
