fpr,tpr
0.0,0.0
0.01282051282051282,0.0
0.038461538461538464,0.0
0.038461538461538464,0.10526315789473684
0.07692307692307693,0.10526315789473684
0.07692307692307693,0.21052631578947367
0.15384615384615385,0.21052631578947367
0.15384615384615385,0.2631578947368421
0.21794871794871795,0.2631578947368421
0.21794871794871795,0.3157894736842105
0.23076923076923078,0.3157894736842105
0.23076923076923078,0.3684210526315789
0.24358974358974358,0.3684210526315789
0.24358974358974358,0.42105263157894735
0.2564102564102564,0.42105263157894735
0.2564102564102564,0.47368421052631576
0.2692307692307692,0.47368421052631576
0.2692307692307692,0.631578947368421
0.4358974358974359,0.631578947368421
0.4358974358974359,0.6842105263157895
0.48717948717948717,0.6842105263157895
0.48717948717948717,0.7368421052631579
0.6666666666666666,0.7368421052631579
0.6666666666666666,0.7894736842105263
0.7051282051282052,0.7894736842105263
0.7051282051282052,0.8421052631578947
0.8205128205128205,0.8421052631578947
0.8205128205128205,0.8947368421052632
0.8974358974358975,0.8947368421052632
0.8974358974358975,0.9473684210526315
0.9615384615384616,0.9473684210526315
0.9615384615384616,1.0
1.0,1.0
